,date,user_id,ad_id,mails,phones
84,2019-04-05,445364,55147020,0,
85,2019-04-05,1450883,47257966,0,
86,2019-04-05,3521044,54815284,0,
87,2019-04-05,2927706,51350308,0,
88,2019-04-05,2736150,57682192,0,
89,2019-04-06,3923367,58332976,0,
90,2019-04-06,2467510,58501948,0,
91,2019-04-06,1424683,56139476,0,
92,2019-04-06,445364,56204984,0,
93,2019-04-06,2804344,50589192,0,
94,2019-04-06,2271550,54934512,0,
95,2019-04-06,2467510,57930064,0,
96,2019-04-06,2297140,58214640,0,
97,2019-04-06,311180,55386804,0,
98,2019-04-06,738451,57292804,0,
99,2019-04-06,14738,49204594,0,
100,2019-04-06,4830212,55482092,0,
101,2019-04-06,2297140,57721400,0,
102,2019-04-06,98373,55589436,0,
103,2019-04-06,514495,53883252,0,
104,2019-04-06,523357,57725420,0,
105,2019-04-06,642904,57151676,0,
106,2019-04-06,1450883,47257966,0,
107,2019-04-06,556560,34847367,0,
108,2019-04-06,2467510,57931132,0,
109,2019-04-06,353522,57893320,0,
110,2019-04-06,206605,56692776,0,
111,2019-04-06,45456,57868792,0,
112,2019-04-06,1649380,58216316,0,
113,2019-04-07,98373,55589436,0,
114,2019-04-07,2467510,57419492,0,
115,2019-04-07,98373,48050990,0,
116,2019-04-07,2403486,58141032,0,
117,2019-04-07,2467510,58502396,0,
118,2019-04-07,353522,57425992,0,
119,2019-04-07,2271550,55607300,0,
120,2019-04-07,1450883,47257966,0,
121,2019-04-07,1424683,58235200,0,
122,2019-04-07,738451,57292804,0,
123,2019-04-07,3923367,58332976,0,
124,2019-04-07,3521044,57605856,0,
125,2019-04-07,738451,58331376,0,
126,2019-04-07,2736150,58306552,0,
127,2019-04-07,353522,57893320,0,
128,2019-04-07,1424683,56139476,0,
129,2019-04-07,4830212,58253120,0,
130,2019-04-08,738451,58331376,0,
131,2019-04-08,98373,55589436,0,
132,2019-04-08,2297140,58236300,0,
133,2019-04-08,2467510,57931132,0,
134,2019-04-08,2297140,57721400,0,
135,2019-04-08,738451,46686670,0,
136,2019-04-08,2467510,58502396,0,
137,2019-04-08,1450883,47257966,0,
138,2019-04-08,311180,55386804,0,
139,2019-04-08,353522,57893320,0,
140,2019-04-08,98373,48050990,0,
141,2019-04-08,738451,57292804,0,
142,2019-04-08,3923367,58332976,0,
143,2019-04-08,14738,49204594,0,
144,2019-04-08,3521044,57605856,0,
145,2019-04-08,999355,55343388,0,
146,2019-04-08,2661250,49221890,0,
147,2019-04-09,353522,57425992,0,
148,2019-04-09,999355,55343388,0,
149,2019-04-09,2467510,58502396,0,
150,2019-04-09,514495,57728228,0,
151,2019-04-09,3521044,57605856,0,
152,2019-04-09,2817430,57528756,0,
153,2019-04-09,2297140,58236300,0,
154,2019-04-09,98373,53047167,0,
155,2019-04-09,311180,55386804,0,
156,2019-04-09,98373,55589436,0,
157,2019-04-09,738451,58331376,0,
158,2019-04-09,2467510,57931132,0,
159,2019-04-09,738451,53865784,0,
160,2019-04-09,514495,58085284,0,
161,2019-04-09,445364,56204984,0,
162,2019-04-09,3521044,54073572,0,
163,2019-04-09,642904,57151676,0,
164,2019-04-09,98373,48050990,0,
165,2019-04-09,353522,57893320,0,
166,2019-04-09,1450883,47257966,0,
167,2019-04-09,2271550,56602208,0,
168,2019-04-09,1424683,57667288,0,
169,2019-04-10,2817430,57528756,0,
170,2019-04-10,4348464,58460072,0,
171,2019-04-10,98373,48050990,0,
172,2019-04-10,353522,57893320,0,
173,2019-04-10,445364,55147020,0,
174,2019-04-10,514495,58085284,0,
175,2019-04-10,2467510,53576808,0,
176,2019-04-10,514495,53883252,0,
177,2019-04-10,1450883,58392304,0,
178,2019-04-10,2297140,58214640,0,
179,2019-04-10,311180,55386804,0,
180,2019-04-10,3521044,57385096,0,
181,2019-04-10,2467510,57931132,0,
182,2019-04-10,738451,53865784,0,
183,2019-04-10,14738,49204594,0,
184,2019-04-10,4830212,55482092,0,
185,2019-04-10,3521044,57605856,0,
186,2019-04-10,650879,58229564,0,
187,2019-04-11,98373,55589436,0,
188,2019-04-11,738451,58331376,0,
189,2019-04-11,3367412,58590324,0,
190,2019-04-11,2467510,58502396,0,
191,2019-04-11,99,35762600,0,
192,2019-04-11,1424683,58235200,0,
193,2019-04-11,523357,57725420,0,
194,2019-04-11,642904,57151676,0,
195,2019-04-11,311180,55386804,0,
196,2019-04-11,530533,48046350,0,
197,2019-04-11,3618819,58458248,0,
198,2019-04-11,68673,58333844,0,
199,2019-04-11,98373,53047167,0,
200,2019-04-11,2467510,57931132,0,
201,2019-04-11,514495,53883252,0,
202,2019-04-11,3039344,58237560,0,
203,2019-04-11,470647,55014652,0,
204,2019-04-11,101214,55996196,0,
205,2019-04-11,3521044,57605856,0,
206,2019-04-11,2927706,51350308,0,
207,2019-04-12,514495,57728228,0,
208,2019-04-12,1191875,46404076,0,
209,2019-04-12,353522,57425992,0,
210,2019-04-12,2467510,58502396,0,
211,2019-04-12,3923367,58332976,0,
212,2019-04-12,3521044,57605856,0,
213,2019-04-12,14738,49204594,0,
214,2019-04-12,3367412,56659244,0,
215,2019-04-12,2297140,58236300,0,
216,2019-04-12,98373,53047167,0,
217,2019-04-12,1450883,47257966,0,
218,2019-04-12,556560,34847367,0,
219,2019-04-12,1424683,58235200,0,
220,2019-04-12,738451,57292804,0,
221,2019-04-12,98373,55589436,0,
222,2019-04-12,311180,55386804,0,
223,2019-04-12,98373,48050990,0,
224,2019-04-12,875584,55394876,0,
225,2019-04-12,642904,57151676,0,
226,2019-04-12,2467510,53576808,0,
227,2019-04-12,738451,58331376,0,
228,2019-04-12,2736150,58306552,0,
229,2019-04-12,738451,53865784,0,
230,2019-04-12,2467510,57931132,0,
231,2019-04-12,3039344,58237560,0,
232,2019-04-13,98373,55589436,0,
233,2019-04-13,4348464,58460072,0,
234,2019-04-13,523357,57725420,0,
235,2019-04-13,98373,48050990,0,
236,2019-04-13,1191875,46404076,0,
237,2019-04-13,2297140,57721400,0,
238,2019-04-13,1450883,58392304,0,
239,2019-04-13,14738,49204594,0,
240,2019-04-13,4348464,58644852,0,
241,2019-04-13,3923367,58332976,0,
242,2019-04-13,2297140,58214640,0,
243,2019-04-13,311180,55386804,0,
244,2019-04-13,556560,34847367,0,
245,2019-04-13,3262148,58640360,0,
246,2019-04-13,1450883,47257966,0,
247,2019-04-13,738451,46686670,0,
248,2019-04-13,878244,47909972,0,
249,2019-04-13,2804344,50589192,0,
250,2019-04-13,2817430,57528756,0,
251,2019-04-13,738451,58331376,0,
252,2019-04-13,738451,53865784,0,
253,2019-04-13,810427,55187484,0,
254,2019-04-13,3039344,58237560,0,
255,2019-04-14,1450883,58392304,0,
256,2019-04-14,3521044,57605856,0,
257,2019-04-14,2467510,58502396,0,
258,2019-04-14,98373,53047167,0,
259,2019-04-14,4830212,55482092,0,
260,2019-04-14,3923367,58332976,0,
261,2019-04-14,353522,57425992,0,
262,2019-04-14,2817430,57528756,0,
263,2019-04-14,98373,55589436,0,
264,2019-04-14,4348464,58460072,0,
265,2019-04-14,353522,57893320,0,
266,2019-04-14,523357,57725420,0,
267,2019-04-14,2297140,58214640,0,
268,2019-04-14,514495,53883252,0,
269,2019-04-14,2736150,58306552,0,
270,2019-04-14,738451,53865784,0,
271,2019-04-14,2467510,53576808,0,
272,2019-04-15,530533,48046350,0,
273,2019-04-15,514495,57728228,0,
274,2019-04-15,2297140,57721400,0,
275,2019-04-15,2467510,53576808,0,
276,2019-04-15,353522,57893320,0,
277,2019-04-15,875584,55394876,0,
278,2019-04-15,98373,48050990,0,
279,2019-04-15,4830212,55482092,0,
280,2019-04-15,3521044,57605856,0,
281,2019-04-15,4712848,58158008,0,
282,2019-04-15,556560,34847367,0,
283,2019-04-15,2297140,58483576,0,
284,2019-04-15,311180,55386804,0,
285,2019-04-15,3521044,57385096,0,
286,2019-04-15,738451,53865784,0,
287,2019-04-15,2736150,58306552,0,
288,2019-04-15,3039344,58237560,0,
289,2019-04-16,353522,57893320,0,
290,2019-04-16,98373,48050990,0,
291,2019-04-16,68673,58333844,0,
292,2019-04-16,2088446,54713020,0,
293,2019-04-16,530533,48046350,0,
294,2019-04-16,2297140,58236300,0,
295,2019-04-16,923608,33440289,0,
296,2019-04-16,738451,58331376,0,
297,2019-04-16,2316106,58581884,0,
298,2019-04-16,98373,55589436,0,
299,2019-04-16,738451,53865784,0,
300,2019-04-16,1450883,47257966,0,
301,2019-04-16,556560,34847367,0,
302,2019-04-16,738451,57292804,0,
303,2019-04-16,2467510,53576808,0,
304,2019-04-16,3521044,57605856,0,
305,2019-04-16,353522,57425992,0,
306,2019-04-16,3521044,57385096,0,
307,2019-04-16,98373,53047167,0,
308,2019-04-16,2297140,57721400,0,
309,2019-04-16,2435764,58744424,0,
310,2019-04-17,3923367,58332976,0,
311,2019-04-17,98373,55589436,0,
312,2019-04-17,3211788,58616896,0,
313,2019-04-17,2297140,58236300,0,
314,2019-04-17,98373,53047167,0,
315,2019-04-17,14738,49204594,0,
316,2019-04-17,4830212,55482092,0,
317,2019-04-17,3521044,57605856,0,
318,2019-04-17,2467510,58502396,0,
319,2019-04-17,1450883,47257966,0,
320,2019-04-17,556560,34847367,0,
321,2019-04-17,2297140,58214640,0,
322,2019-04-17,311180,55386804,0,
323,2019-04-17,738451,57292804,0,
324,2019-04-17,738451,58331376,0,
325,2019-04-17,2435764,58744424,0,
326,2019-04-17,2467510,53576808,0,
327,2019-04-17,353522,57893320,0,
328,2019-04-18,1450883,58392304,0,
329,2019-04-18,2467510,53576808,0,
330,2019-04-18,445364,42630203,0,
331,2019-04-18,98373,55589436,0,
332,2019-04-18,2316106,58581884,0,
333,2019-04-18,738451,46686670,0,
334,2019-04-18,4348464,58460072,0,
335,2019-04-18,353522,57893320,0,
336,2019-04-18,738451,53865784,0,
337,2019-04-18,4830212,55482092,0,
338,2019-04-18,14738,49204594,0,
339,2019-04-18,2467510,58502396,0,
340,2019-04-18,514495,57728228,0,
341,2019-04-18,353522,57425992,0,
342,2019-04-18,2817430,57528756,0,
343,2019-04-18,2804344,50589192,0,
344,2019-04-18,2467510,57930064,0,
345,2019-04-18,311180,55386804,0,
346,2019-04-18,98373,53047167,0,
347,2019-04-18,98373,48050990,0,
348,2019-04-19,99,35762600,0,
349,2019-04-19,2297140,57721400,0,
350,2019-04-19,738451,53865784,0,
351,2019-04-19,1450883,47257966,0,
352,2019-04-19,2804344,50589192,0,
353,2019-04-19,2467510,57419492,0,
354,2019-04-19,98373,53047167,0,
355,2019-04-19,3618819,58458248,0,
356,2019-04-19,530533,48046350,0,
357,2019-04-19,68673,58333844,0,
358,2019-04-19,999355,55343388,0,
359,2019-04-19,4830212,55482092,0,
360,2019-04-19,353522,57893320,0,
361,2019-04-19,523357,57725420,0,
362,2019-04-19,642904,57151676,0,
363,2019-04-19,4348464,58460072,0,
364,2019-04-19,98373,48050990,0,
365,2019-04-19,738451,57292804,0,
366,2019-04-20,1424683,58658744,0,
367,2019-04-20,738451,46686670,0,
368,2019-04-20,2297140,57721400,0,
369,2019-04-20,3211788,58616896,0,
370,2019-04-20,3521044,54815284,0,
371,2019-04-20,1450883,47257966,0,
372,2019-04-20,4712848,58158008,0,
373,2019-04-20,556560,34847367,0,
374,2019-04-20,3039344,58477664,0,
375,2019-04-20,4348464,58644852,0,
376,2019-04-20,626746,55630912,0,
377,2019-04-20,99,35762600,0,
378,2019-04-20,2467510,58502396,0,
379,2019-04-20,14738,49204594,0,
380,2019-04-20,353522,57893320,0,
381,2019-04-20,642904,57151676,0,
382,2019-04-20,697667,58701584,0,
383,2019-04-20,2297140,58214640,0,
384,2019-04-20,901158,45534972,0,
385,2019-04-20,68673,58333844,0,
386,2019-04-20,3618819,58458248,0,
387,2019-04-20,98373,53047167,0,
388,2019-04-20,98373,55589436,0,
389,2019-04-20,666987,57078936,0,
390,2019-04-20,1290215,56707300,0,
391,2019-04-20,3521044,57385096,0,
392,2019-04-21,3521044,54815284,0,
393,2019-04-21,14738,49204594,0,
394,2019-04-21,738451,57292804,0,
395,2019-04-21,2467510,58502396,0,
396,2019-04-21,4830212,55482092,0,
397,2019-04-21,2297140,58214640,0,
398,2019-04-21,3521044,57385096,0,
399,2019-04-21,523357,57725420,0,
400,2019-04-21,642904,57151676,0,
401,2019-04-21,98373,48050990,0,
402,2019-04-21,4348464,58460072,0,
403,2019-04-21,353522,57893320,0,
404,2019-04-21,2088446,54713020,0,
405,2019-04-21,530533,48046350,0,
406,2019-04-21,98373,53047167,0,
407,2019-04-21,2297140,57721400,0,
408,2019-04-21,2316106,58581884,0,
409,2019-04-21,3211788,58616896,0,
410,2019-04-21,98373,55589436,0,
411,2019-04-21,2467510,53576808,0,
412,2019-04-21,169748,42359599,0,
413,2019-04-21,3521044,57605856,0,
414,2019-04-21,311180,55386804,0,
415,2019-04-22,1450883,47257966,0,
416,2019-04-22,556560,34847367,0,
417,2019-04-22,4712848,58158008,0,
418,2019-04-22,3367412,58590324,0,
419,2019-04-22,311180,55386804,0,
420,2019-04-22,2817430,57528756,0,
421,2019-04-22,530533,48046350,0,
422,2019-04-22,98373,55589436,0,
423,2019-04-22,2316106,58581884,0,
424,2019-04-22,738451,58331376,0,
425,2019-04-22,738451,46686670,0,
426,2019-04-22,514495,53883252,0,
427,2019-04-22,738451,53865784,0,
428,2019-04-22,1424683,58757364,0,
429,2019-04-22,642904,57151676,0,
430,2019-04-22,3521044,57605856,0,
431,2019-04-22,98373,53047167,0,
432,2019-04-22,353522,57893320,0,
433,2019-04-22,98373,48050990,0,
434,2019-04-22,2435764,58743716,0,
435,2019-04-22,353522,57425992,0,
436,2019-04-22,2403486,56393496,0,
437,2019-04-22,1290215,56707300,0,
438,2019-04-23,738451,46686670,0,
439,2019-04-23,14738,49204594,0,
440,2019-04-23,3521044,57385096,0,
441,2019-04-23,445364,55147020,0,
442,2019-04-23,1450883,47257966,0,
443,2019-04-23,556560,34847367,0,
444,2019-04-23,1450883,57809564,0,
445,2019-04-23,2804344,50589192,0,
446,2019-04-23,2467510,53576808,0,
447,2019-04-23,738451,53865784,0,
448,2019-04-23,738451,58331376,0,
449,2019-04-23,2297140,57721400,0,
450,2019-04-23,2467510,58502396,0,
451,2019-04-23,3521044,57605856,0,
452,2019-04-24,2804344,50589192,0,
453,2019-04-24,2817430,57528756,0,
454,2019-04-24,1450883,47257966,0,
455,2019-04-24,514495,53883252,0,
456,2019-04-24,311180,55386804,0,
457,2019-04-24,353522,57893320,0,
458,2019-04-24,523357,57725420,0,
459,2019-04-24,2467510,53576808,0,
460,2019-04-24,98373,55589436,0,
461,2019-04-24,1309353,42793767,0,
462,2019-04-24,4830212,58253120,0,
463,2019-04-24,98373,53047167,0,
464,2019-04-24,98373,48050990,0,
465,2019-04-25,3367412,58590324,0,
466,2019-04-25,14738,49204594,0,
467,2019-04-25,2467510,58502396,0,
468,2019-04-25,3521044,57385096,0,
469,2019-04-25,311180,55386804,0,
470,2019-04-25,1450883,47257966,0,
471,2019-04-25,523357,57725420,0,
472,2019-04-25,585800,58484804,0,
473,2019-04-25,353522,57893320,0,
474,2019-04-25,2467510,57419492,0,
475,2019-04-25,2316106,58581884,0,
476,2019-04-25,738451,58331376,0,
477,2019-04-25,2297140,57721400,0,
478,2019-04-25,1424683,58757364,0,
479,2019-04-25,98373,55589436,0,
480,2019-04-25,514495,53883252,0,
481,2019-04-25,2467510,53576808,0,
482,2019-04-25,738451,53865784,0,
483,2019-04-25,2736150,57270744,0,
484,2019-04-25,98373,48050990,0,
485,2019-04-26,14738,49204594,0,
486,2019-04-26,98373,55589436,0,
487,2019-04-26,923608,55676588,0,
488,2019-04-26,710555,45821028,0,
489,2019-04-26,2316106,58581884,0,
490,2019-04-26,2088446,54713020,0,
491,2019-04-26,2804344,50589192,0,
492,2019-04-26,2097020,57495724,0,
493,2019-04-26,98373,53047167,0,
494,2019-04-26,68673,58333844,0,
495,2019-04-26,3367412,58590324,0,
496,2019-04-26,4830212,55482092,0,
497,2019-04-26,3521044,57605856,0,
498,2019-04-26,514495,53883252,0,
499,2019-04-26,2297140,57721400,0,
500,2019-04-26,738451,53865784,0,
501,2019-04-26,2467510,53576808,0,
502,2019-04-26,585800,58484804,0,
503,2019-04-26,98373,48050990,0,
504,2019-04-26,1450883,47257966,0,
505,2019-04-26,556560,34847367,0,
506,2019-04-26,2403486,58773868,0,
507,2019-04-26,311180,55386804,0,
508,2019-04-26,3521044,57385096,0,
509,2019-04-26,2467510,58502396,0,
510,2019-04-26,470647,56033268,0,
511,2019-04-26,45456,57868792,0,
512,2019-04-27,1424683,58658744,0,
513,2019-04-27,2467510,53576808,0,
514,2019-04-27,3211788,58616896,0,
515,2019-04-27,98373,55589436,0,
516,2019-04-27,1424683,58477828,0,
517,2019-04-27,514495,53883252,0,
518,2019-04-27,738451,58331376,0,
519,2019-04-27,4348464,58644852,0,
520,2019-04-27,999355,55343388,0,
521,2019-04-27,4830212,55482092,0,
522,2019-04-27,514495,57728228,0,
523,2019-04-27,3521044,57605856,0,
524,2019-04-27,523357,57725420,0,
525,2019-04-27,98373,48050990,0,
526,2019-04-27,353522,57893320,0,
527,2019-04-27,642904,57151676,0,
528,2019-04-27,1450883,47257966,0,
529,2019-04-27,556560,34847367,0,
530,2019-04-27,2088446,54713020,0,
531,2019-04-27,2804344,50589192,0,
532,2019-04-27,2467510,58502396,0,
533,2019-04-27,2297140,57721400,0,
534,2019-04-27,2736150,55790196,0,
535,2019-04-28,98373,55589436,0,
536,2019-04-28,1424683,58658744,0,
537,2019-04-28,514495,53883252,0,
538,2019-04-28,14738,49204594,0,
539,2019-04-28,4830212,55482092,0,
540,2019-04-28,2297140,57721400,0,
541,2019-04-28,642904,57151676,0,
542,2019-04-28,3367412,58590324,0,
543,2019-04-28,3521044,57605856,0,
544,2019-04-28,68673,58333844,0,
545,2019-04-28,738451,57292804,0,
546,2019-04-28,738451,58331376,0,
547,2019-04-28,2467510,53576808,0,
548,2019-04-28,3521044,54073572,0,
549,2019-04-28,3039344,58237560,0,
550,2019-04-29,98373,55589436,0,
551,2019-04-29,2661250,58740740,0,
552,2019-04-29,738451,53865784,0,
553,2019-04-29,738451,58331376,0,
554,2019-04-29,2804344,50589192,0,
555,2019-04-29,738451,57292804,0,
556,2019-04-29,1450883,58392304,0,
557,2019-04-29,3521044,57605856,0,
558,2019-04-29,14738,49204594,0,
559,2019-04-29,353522,57893320,0,
560,2019-04-29,98373,48050990,0,
561,2019-04-29,642904,57151676,0,
562,2019-04-29,311180,57089204,0,
563,2019-04-30,530533,48046350,0,
564,2019-04-30,98373,53047167,0,
565,2019-04-30,1424683,58658744,0,
566,2019-04-30,1952088,58096560,0,
567,2019-04-30,4348464,58460072,0,
568,2019-04-30,2297140,57721400,0,
569,2019-04-30,98373,55589436,0,
570,2019-04-30,3211788,58616896,0,
571,2019-04-30,2467510,53576808,0,
572,2019-04-30,738451,58331376,0,
573,2019-04-30,1450883,47257966,0,
574,2019-04-30,2467510,58502396,0,
575,2019-04-30,738451,57292804,0,
576,2019-04-30,3521044,57605856,0,
577,2019-04-30,98373,48050990,0,
578,2019-04-01,733277,57049476,0,
579,2019-04-01,2297140,56904012,0,
580,2019-04-01,3826903,58013284,0,
581,2019-04-01,4228776,56754356,0,
582,2019-04-01,514495,46078322,0,
583,2019-04-01,1450883,47614294,0,
584,2019-04-01,98373,54525328,0,
585,2019-04-01,920262,58009004,0,
586,2019-04-01,642904,53321460,0,
587,2019-04-01,738451,46711932,0,
588,2019-04-01,1362025,52731139,0,
589,2019-04-01,3959752,53784592,0,
590,2019-04-01,2467510,57564360,0,
591,2019-04-01,445364,57820408,0,
592,2019-04-01,685487,53442120,0,
593,2019-04-01,461421,57133396,0,
594,2019-04-01,2736150,58153596,0,
595,2019-04-01,2721852,53102439,0,
596,2019-04-02,685487,57040664,0,
597,2019-04-02,2297140,56904012,0,
598,2019-04-02,3367412,57311584,0,
599,2019-04-02,2721852,51242140,0,
600,2019-04-02,738451,46711932,0,
601,2019-04-02,514495,41484111,0,
602,2019-04-02,77988,53786168,0,
603,2019-04-02,3959752,53784592,0,
604,2019-04-02,738451,51865360,0,
605,2019-04-02,814967,51390912,0,
606,2019-04-02,4657236,57716592,0,
607,2019-04-02,1362025,44863110,0,
608,2019-04-02,86196,57749476,0,
609,2019-04-02,2721852,53102439,0,
610,2019-04-02,190178,58450416,0,
611,2019-04-03,470647,57740252,0,
612,2019-04-03,3521044,57508796,0,
613,2019-04-03,3826903,58013284,0,
614,2019-04-03,2297140,56904012,0,
615,2019-04-03,1450883,47614294,0,
616,2019-04-03,920262,58009004,0,
617,2019-04-03,738451,46711932,0,
618,2019-04-03,738525,56902980,0,
619,2019-04-03,738451,51865360,0,
620,2019-04-03,2467510,57747292,0,
621,2019-04-03,1362025,44863110,0,
622,2019-04-04,733277,57049476,0,
623,2019-04-04,841017,53293948,0,
624,2019-04-04,3521044,57508796,0,
625,2019-04-04,2297140,56904012,0,
626,2019-04-04,2721852,51242140,0,
627,2019-04-04,738451,46711932,0,
628,2019-04-04,642904,53321460,0,
629,2019-04-04,514495,55514884,0,
630,2019-04-04,1424683,58059944,0,
631,2019-04-04,1362025,52731139,0,
632,2019-04-04,98373,58168128,0,
633,2019-04-04,2467510,57564360,0,
634,2019-04-04,738451,51865360,0,
635,2019-04-04,814967,51390912,0,
636,2019-04-04,2271550,56319208,0,
637,2019-04-04,1362025,44863110,0,
638,2019-04-04,2721852,53102439,0,
639,2019-04-04,2736150,58153596,0,
640,2019-04-04,626746,58443716,0,
641,2019-04-05,2721852,53102439,0,
642,2019-04-05,1424683,57827252,0,
643,2019-04-05,2721852,51242140,0,
644,2019-04-05,2271550,56319208,0,
645,2019-04-05,920262,58009004,0,
646,2019-04-05,3367412,57311584,0,
647,2019-04-05,2297140,58173720,0,
648,2019-04-05,98373,54525328,0,
649,2019-04-05,1450883,47614294,0,
650,2019-04-05,86196,57749476,0,
651,2019-04-05,642904,53321460,0,
652,2019-04-05,2736150,58153596,0,
653,2019-04-05,514495,41484111,0,
654,2019-04-05,733277,57049476,0,
655,2019-04-05,407922,23661078,0,
656,2019-04-05,655450,45200360,0,
657,2019-04-05,685487,53442120,0,
658,2019-04-05,3959752,53784592,0,
659,2019-04-05,1362025,44863110,0,
660,2019-04-05,738451,46711932,0,
661,2019-04-06,481721,57233496,0,
662,2019-04-06,1424683,58373412,0,
663,2019-04-06,738451,46711932,0,
664,2019-04-06,2721852,51242140,0,
665,2019-04-06,2467510,57747292,0,
666,2019-04-06,2721852,53102439,0,
667,2019-04-06,3367412,57311584,0,
668,2019-04-06,4228776,56754356,0,
669,2019-04-06,655450,45200360,0,
670,2019-04-06,98373,58168128,0,
671,2019-04-06,1450883,47614294,0,
672,2019-04-06,2467510,57564360,0,
673,2019-04-06,3826903,58013284,0,
674,2019-04-06,1424683,58501828,0,
675,2019-04-06,1191875,56367860,0,
676,2019-04-06,738451,51865360,0,
677,2019-04-06,841017,53293948,0,
678,2019-04-06,733277,57049476,0,
679,2019-04-06,407922,23661078,0,
680,2019-04-06,3959752,53315544,0,
681,2019-04-07,738451,51865360,0,
682,2019-04-07,814967,57596072,0,
683,2019-04-07,841017,53293948,0,
684,2019-04-07,407922,23661078,0,
685,2019-04-07,514495,46078322,0,
686,2019-04-07,655450,45200360,0,
687,2019-04-07,1450883,47614294,0,
688,2019-04-07,3959752,53784592,0,
689,2019-04-07,2721852,53102439,0,
690,2019-04-07,98373,58168128,0,
691,2019-04-07,481721,57233496,0,
692,2019-04-07,2271550,56319208,0,
693,2019-04-07,2721852,51242140,0,
694,2019-04-07,1362025,52731139,0,
695,2019-04-07,3367412,57311584,0,
696,2019-04-07,738451,46711932,0,
697,2019-04-07,490095,56220984,0,
698,2019-04-07,2275090,57126884,0,
699,2019-04-07,3618819,57692120,0,
700,2019-04-08,4228776,56754356,0,
701,2019-04-08,2721852,53102439,0,
702,2019-04-08,206605,58158332,0,
703,2019-04-08,1424683,58373412,0,
704,2019-04-08,2721852,51242140,0,
705,2019-04-08,2271550,56319208,0,
706,2019-04-08,1362025,44863110,0,
707,2019-04-08,1191875,56367860,0,
708,2019-04-08,738451,51865360,0,
709,2019-04-08,49637,55927232,0,
710,2019-04-08,3959752,53784592,0,
711,2019-04-08,514495,41484111,0,
712,2019-04-09,68673,58182016,0,
713,2019-04-09,481721,57233496,0,
714,2019-04-09,3521044,57508796,0,
715,2019-04-09,841017,53293948,0,
